"region","region_abbr","location","year","antigen","dose_type","estimation_category","estimation_type","coverage"
"COUNTRIES","USA","United States of America",2009,"HEPB3","HepB, 3rd dose","OFFICIAL","Official coverage",92
"COUNTRIES","USA","United States of America",2009,"HEPB3","HepB, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",2008,"HEPB3","HepB, 3rd dose","OFFICIAL","Official coverage",94
"COUNTRIES","USA","United States of America",2008,"HEPB3","HepB, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",94
"COUNTRIES","USA","United States of America",2007,"HEPB3","HepB, 3rd dose","OFFICIAL","Official coverage",93
"COUNTRIES","USA","United States of America",2007,"HEPB3","HepB, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",93
"COUNTRIES","USA","United States of America",2006,"HEPB3","HepB, 3rd dose","OFFICIAL","Official coverage",93
"COUNTRIES","USA","United States of America",2006,"HEPB3","HepB, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",93
"COUNTRIES","USA","United States of America",2005,"HEPB3","HepB, 3rd dose","OFFICIAL","Official coverage",93
"COUNTRIES","USA","United States of America",2005,"HEPB3","HepB, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",93
"COUNTRIES","USA","United States of America",2004,"HEPB3","HepB, 3rd dose","OFFICIAL","Official coverage",92
"COUNTRIES","USA","United States of America",2004,"HEPB3","HepB, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",2003,"HEPB3","HepB, 3rd dose","OFFICIAL","Official coverage",91.9
"COUNTRIES","USA","United States of America",2003,"HEPB3","HepB, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",2002,"HEPB3","HepB, 3rd dose","OFFICIAL","Official coverage",88.3
"COUNTRIES","USA","United States of America",2002,"HEPB3","HepB, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",88
"COUNTRIES","USA","United States of America",2001,"HEPB3","HepB, 3rd dose","OFFICIAL","Official coverage",89
"COUNTRIES","USA","United States of America",2001,"HEPB3","HepB, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",89
"COUNTRIES","USA","United States of America",2000,"HEPB3","HepB, 3rd dose","OFFICIAL","Official coverage",90
"COUNTRIES","USA","United States of America",2000,"HEPB3","HepB, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",90
"COUNTRIES","USA","United States of America",1999,"HEPB3","HepB, 3rd dose","ADMIN","Administrative coverage",88.1
"COUNTRIES","USA","United States of America",1999,"HEPB3","HepB, 3rd dose","OFFICIAL","Official coverage",88
"COUNTRIES","USA","United States of America",1999,"HEPB3","HepB, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",88
"COUNTRIES","USA","United States of America",1998,"HEPB3","HepB, 3rd dose","ADMIN","Administrative coverage",87
"COUNTRIES","USA","United States of America",1998,"HEPB3","HepB, 3rd dose","OFFICIAL","Official coverage",87
"COUNTRIES","USA","United States of America",1998,"HEPB3","HepB, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",87
"COUNTRIES","USA","United States of America",1997,"HEPB3","HepB, 3rd dose","ADMIN","Administrative coverage",84
"COUNTRIES","USA","United States of America",1997,"HEPB3","HepB, 3rd dose","OFFICIAL","Official coverage",84
"COUNTRIES","USA","United States of America",1997,"HEPB3","HepB, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",84
"COUNTRIES","USA","United States of America",1996,"HEPB3","HepB, 3rd dose","ADMIN","Administrative coverage",82
"COUNTRIES","USA","United States of America",1996,"HEPB3","HepB, 3rd dose","OFFICIAL","Official coverage",82
"COUNTRIES","USA","United States of America",1996,"HEPB3","HepB, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",82
"COUNTRIES","USA","United States of America",1995,"HEPB3","HepB, 3rd dose","ADMIN","Administrative coverage",68
"COUNTRIES","USA","United States of America",1995,"HEPB3","HepB, 3rd dose","OFFICIAL","Official coverage",68
"COUNTRIES","USA","United States of America",1995,"HEPB3","HepB, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",68
"COUNTRIES","USA","United States of America",1994,"HEPB3","HepB, 3rd dose","ADMIN","Administrative coverage",42
"COUNTRIES","USA","United States of America",1994,"HEPB3","HepB, 3rd dose","OFFICIAL","Official coverage",42
"COUNTRIES","USA","United States of America",1994,"HEPB3","HepB, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",42
"COUNTRIES","USA","United States of America",1993,"HEPB3","HepB, 3rd dose","ADMIN","Administrative coverage",16
"COUNTRIES","USA","United States of America",1993,"HEPB3","HepB, 3rd dose","OFFICIAL","Official coverage",16
"COUNTRIES","USA","United States of America",1993,"HEPB3","HepB, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",16
"COUNTRIES","USA","United States of America",2023,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",95
"COUNTRIES","USA","United States of America",2023,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",2022,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",91.6
"COUNTRIES","USA","United States of America",2022,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",2022,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",95
"COUNTRIES","USA","United States of America",2021,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",91.6
"COUNTRIES","USA","United States of America",2021,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",95
"COUNTRIES","USA","United States of America",2021,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",2020,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",90.7
"COUNTRIES","USA","United States of America",2020,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",95
"COUNTRIES","USA","United States of America",2020,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",91
"COUNTRIES","USA","United States of America",2019,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",90.4
"COUNTRIES","USA","United States of America",2019,"MCV2","Measles-containing vaccine, 2nd dose","OFFICIAL","Official coverage",95
"COUNTRIES","USA","United States of America",2019,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",95
"COUNTRIES","USA","United States of America",2019,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",90
"COUNTRIES","USA","United States of America",2018,"MCV2","Measles-containing vaccine, 2nd dose","OFFICIAL","Official coverage",94.3
"COUNTRIES","USA","United States of America",2018,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",91.5
"COUNTRIES","USA","United States of America",2018,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",94
"COUNTRIES","USA","United States of America",2018,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",2017,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",91
"COUNTRIES","USA","United States of America",2017,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",91
"COUNTRIES","USA","United States of America",2017,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",94
"COUNTRIES","USA","United States of America",2016,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",91.9
"COUNTRIES","USA","United States of America",2016,"MCV2","Measles-containing vaccine, 2nd dose","OFFICIAL","Official coverage",94
"COUNTRIES","USA","United States of America",2016,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",2016,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",94
"COUNTRIES","USA","United States of America",2015,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",91.5
"COUNTRIES","USA","United States of America",2015,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",2015,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",93
"COUNTRIES","USA","United States of America",2014,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",92
"COUNTRIES","USA","United States of America",2014,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",2014,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",2013,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",92
"COUNTRIES","USA","United States of America",2013,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",2013,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",91
"COUNTRIES","USA","United States of America",2012,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",91
"COUNTRIES","USA","United States of America",2012,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",91
"COUNTRIES","USA","United States of America",2012,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",91
"COUNTRIES","USA","United States of America",2011,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",91.5
"COUNTRIES","USA","United States of America",2011,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",2011,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",90
"COUNTRIES","USA","United States of America",2010,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",90.2
"COUNTRIES","USA","United States of America",2010,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",2010,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",89
"COUNTRIES","USA","United States of America",2009,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",90
"COUNTRIES","USA","United States of America",2009,"MCV2","Measles-containing vaccine, 2nd dose","OFFICIAL","Official coverage",87.7
"COUNTRIES","USA","United States of America",2009,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",90
"COUNTRIES","USA","United States of America",2009,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",88
"COUNTRIES","USA","United States of America",2008,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",92
"COUNTRIES","USA","United States of America",2008,"MCV2","Measles-containing vaccine, 2nd dose","OFFICIAL","Official coverage",87
"COUNTRIES","USA","United States of America",2008,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",2008,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",87
"COUNTRIES","USA","United States of America",2007,"MCV2","Measles-containing vaccine, 2nd dose","OFFICIAL","Official coverage",85.7
"COUNTRIES","USA","United States of America",2007,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",92
"COUNTRIES","USA","United States of America",2007,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",2007,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",86
"COUNTRIES","USA","United States of America",2006,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",92
"COUNTRIES","USA","United States of America",2006,"MCV2","Measles-containing vaccine, 2nd dose","OFFICIAL","Official coverage",86
"COUNTRIES","USA","United States of America",2006,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",86
"COUNTRIES","USA","United States of America",2006,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",2005,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",92
"COUNTRIES","USA","United States of America",2005,"MCV2","Measles-containing vaccine, 2nd dose","OFFICIAL","Official coverage",86.3
"COUNTRIES","USA","United States of America",2005,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",86
"COUNTRIES","USA","United States of America",2005,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",2004,"MCV2","Measles-containing vaccine, 2nd dose","OFFICIAL","Official coverage",86.1
"COUNTRIES","USA","United States of America",2004,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",93
"COUNTRIES","USA","United States of America",2004,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",86
"COUNTRIES","USA","United States of America",2004,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",93
"COUNTRIES","USA","United States of America",2003,"MCV2","Measles-containing vaccine, 2nd dose","OFFICIAL","Official coverage",86
"COUNTRIES","USA","United States of America",2003,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",92.6
"COUNTRIES","USA","United States of America",2003,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",93
"COUNTRIES","USA","United States of America",2003,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",86
"COUNTRIES","USA","United States of America",2002,"MCV2","Measles-containing vaccine, 2nd dose","OFFICIAL","Official coverage",86
"COUNTRIES","USA","United States of America",2002,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",91.3
"COUNTRIES","USA","United States of America",2002,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",86
"COUNTRIES","USA","United States of America",2002,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",91
"COUNTRIES","USA","United States of America",2001,"MCV2","Measles-containing vaccine, 2nd dose","OFFICIAL","Official coverage",85.7
"COUNTRIES","USA","United States of America",2001,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",91
"COUNTRIES","USA","United States of America",2001,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",91
"COUNTRIES","USA","United States of America",2001,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",86
"COUNTRIES","USA","United States of America",2000,"MCV2","Measles-containing vaccine, 2nd dose","OFFICIAL","Official coverage",84.7
"COUNTRIES","USA","United States of America",2000,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",91
"COUNTRIES","USA","United States of America",2000,"MCV2","Measles-containing vaccine, 2nd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",85
"COUNTRIES","USA","United States of America",2000,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",91
"COUNTRIES","USA","United States of America",1999,"MCV1","Measles-containing vaccine, 1st dose","ADMIN","Administrative coverage",91.5
"COUNTRIES","USA","United States of America",1999,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",92
"COUNTRIES","USA","United States of America",1999,"MCV2","Measles-containing vaccine, 2nd dose","OFFICIAL","Official coverage",80.7
"COUNTRIES","USA","United States of America",1999,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",1998,"MCV1","Measles-containing vaccine, 1st dose","ADMIN","Administrative coverage",92
"COUNTRIES","USA","United States of America",1998,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",92
"COUNTRIES","USA","United States of America",1998,"MCV2","Measles-containing vaccine, 2nd dose","OFFICIAL","Official coverage",76.9
"COUNTRIES","USA","United States of America",1998,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",92
"COUNTRIES","USA","United States of America",1997,"MCV1","Measles-containing vaccine, 1st dose","ADMIN","Administrative coverage",91
"COUNTRIES","USA","United States of America",1997,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",91
"COUNTRIES","USA","United States of America",1997,"MCV2","Measles-containing vaccine, 2nd dose","OFFICIAL","Official coverage",71.6
"COUNTRIES","USA","United States of America",1997,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",91
"COUNTRIES","USA","United States of America",1996,"MCV1","Measles-containing vaccine, 1st dose","ADMIN","Administrative coverage",91
"COUNTRIES","USA","United States of America",1996,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",91
"COUNTRIES","USA","United States of America",1996,"MCV2","Measles-containing vaccine, 2nd dose","OFFICIAL","Official coverage",68
"COUNTRIES","USA","United States of America",1996,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",91
"COUNTRIES","USA","United States of America",1995,"MCV1","Measles-containing vaccine, 1st dose","ADMIN","Administrative coverage",88
"COUNTRIES","USA","United States of America",1995,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",88
"COUNTRIES","USA","United States of America",1995,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",88
"COUNTRIES","USA","United States of America",1994,"MCV1","Measles-containing vaccine, 1st dose","ADMIN","Administrative coverage",89
"COUNTRIES","USA","United States of America",1994,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",89
"COUNTRIES","USA","United States of America",1994,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",89
"COUNTRIES","USA","United States of America",1993,"MCV1","Measles-containing vaccine, 1st dose","ADMIN","Administrative coverage",84
"COUNTRIES","USA","United States of America",1993,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",84
"COUNTRIES","USA","United States of America",1993,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",84
"COUNTRIES","USA","United States of America",1992,"MCV1","Measles-containing vaccine, 1st dose","ADMIN","Administrative coverage",83
"COUNTRIES","USA","United States of America",1992,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",83
"COUNTRIES","USA","United States of America",1992,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",83
"COUNTRIES","USA","United States of America",1991,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",82
"COUNTRIES","USA","United States of America",1991,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",87
"COUNTRIES","USA","United States of America",1990,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",90
"COUNTRIES","USA","United States of America",1989,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",94
"COUNTRIES","USA","United States of America",1988,"MCV1","Measles-containing vaccine, 1st dose","ADMIN","Administrative coverage",98
"COUNTRIES","USA","United States of America",1988,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",98
"COUNTRIES","USA","United States of America",1988,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",98
"COUNTRIES","USA","United States of America",1987,"MCV1","Measles-containing vaccine, 1st dose","ADMIN","Administrative coverage",82
"COUNTRIES","USA","United States of America",1987,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",82
"COUNTRIES","USA","United States of America",1987,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",82
"COUNTRIES","USA","United States of America",1986,"MCV1","Measles-containing vaccine, 1st dose","ADMIN","Administrative coverage",97
"COUNTRIES","USA","United States of America",1986,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",97
"COUNTRIES","USA","United States of America",1986,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",97
"COUNTRIES","USA","United States of America",1985,"MCV1","Measles-containing vaccine, 1st dose","ADMIN","Administrative coverage",97
"COUNTRIES","USA","United States of America",1985,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",97
"COUNTRIES","USA","United States of America",1985,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",97
"COUNTRIES","USA","United States of America",1984,"MCV1","Measles-containing vaccine, 1st dose","ADMIN","Administrative coverage",98
"COUNTRIES","USA","United States of America",1984,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",98
"COUNTRIES","USA","United States of America",1984,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",98
"COUNTRIES","USA","United States of America",1983,"MCV1","Measles-containing vaccine, 1st dose","ADMIN","Administrative coverage",98
"COUNTRIES","USA","United States of America",1983,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",98
"COUNTRIES","USA","United States of America",1983,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",98
"COUNTRIES","USA","United States of America",1982,"MCV1","Measles-containing vaccine, 1st dose","ADMIN","Administrative coverage",97
"COUNTRIES","USA","United States of America",1982,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",97
"COUNTRIES","USA","United States of America",1982,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",97
"COUNTRIES","USA","United States of America",1981,"MCV1","Measles-containing vaccine, 1st dose","ADMIN","Administrative coverage",97
"COUNTRIES","USA","United States of America",1981,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",97
"COUNTRIES","USA","United States of America",1981,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",97
"COUNTRIES","USA","United States of America",1980,"MCV1","Measles-containing vaccine, 1st dose","ADMIN","Administrative coverage",86
"COUNTRIES","USA","United States of America",1980,"MCV1","Measles-containing vaccine, 1st dose","OFFICIAL","Official coverage",86
"COUNTRIES","USA","United States of America",1980,"MCV1","Measles-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",86
"COUNTRIES","USA","United States of America",2023,"IPV1","Inactivated polio-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",97
"COUNTRIES","USA","United States of America",2023,"POL3","Polio, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",93
"COUNTRIES","USA","United States of America",2022,"IPV2","Inactivated polio-containing vaccine, 2nd dose","OFFICIAL","Official coverage",96
"COUNTRIES","USA","United States of America",2022,"POL3","Polio, 3rd dose","OFFICIAL","Official coverage",93.4
"COUNTRIES","USA","United States of America",2022,"IPV1","Inactivated polio-containing vaccine, 1st dose","OFFICIAL","Official coverage",97.3
"COUNTRIES","USA","United States of America",2022,"POL3","Polio, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",93
"COUNTRIES","USA","United States of America",2022,"IPV1","Inactivated polio-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",97
"COUNTRIES","USA","United States of America",2021,"IPV2","Inactivated polio-containing vaccine, 2nd dose","OFFICIAL","Official coverage",95.4
"COUNTRIES","USA","United States of America",2021,"IPV1","Inactivated polio-containing vaccine, 1st dose","OFFICIAL","Official coverage",96.7
"COUNTRIES","USA","United States of America",2021,"POL3","Polio, 3rd dose","OFFICIAL","Official coverage",92.7
"COUNTRIES","USA","United States of America",2021,"POL3","Polio, 3rd dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",93
"COUNTRIES","USA","United States of America",2021,"IPV1","Inactivated polio-containing vaccine, 1st dose","WUENIC","WHO/UNICEF Estimates of National Immunization Coverage",97
